Name,Price,Cpu,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight
"ASUS TUF Gaming F15 FX506HE Core i7 11th Gen RTX 3050Ti 4GB Graphics 15.6"" FHD Gaming Laptop","173,100৳",Intel Core i7-11800H ,15.6 Inch IPS  Full HD (1920x1080) Touch ScreenNo ,8GB ,M.2 NVME PCIE 3.0 SSD 512GB ,NVIDIA GeForce RTX 3050Ti 4GB ,Windows 11 Home ,Graphite Black 35.9 x 25.6 x 2.28 ~ 2.45 cm 2.30 Kg 
"Asus Vivobook Pro 16X OLED N7600PC Core i7 11th Gen RTX3050 4GB Graphics 16"" 4K Gaming Laptop","180,400৳",Intel Core i7-11370H ,16.0 Inch OLED 4K (3840 x 2400) Response TIme 0.2ms ,16GB ,M.2 NVMe PCIE G3.0 SSD 512GB ,NVIDIA GeForc RTX 3050 4GB ,Free DOS / Windows 11 ,"COOL SILVER (L2079W-N7600PC)
COMET GREY (L2073W-N7600PC) 36.05 x 25.90 x 1.89 ~ 1.89 cm (14.19"" x 10.20"" x 0.74"" ~ 0.74"") 1.95 kg (4.30 lbs) "
"ASUS ZenBook Duo 14 UX482EA Core i7 11th Gen 14"" FHD Touch Laptop","183,048৳",Intel Core i7-1165G7 ,14.0-inch IPS FHD (1920 x 1080) Touch ScreenYes ,16GB , M.2 NVMe PCIe 3.0 G3 SSD 512GB ,Intel Iris Xe Shared ,Windows 10 Home ,Celestial Blue 32.40 x 22.20 x 1.69 ~ 1.73 cm 1.62 kg (3.57 lbs) 
"ASUS ZenBook Duo 14 UX482EA 11th Gen Core i7 1TB SSD Gen 14"" FHD Touch Laptop","187,000৳",Intel Core i7-1165G7 ,14.0 Inch IPS FHD (1920 x 1080) Touch ScreenYes ,8GB , M.2 NVMe PCIe 3.0 G3 SSD 1TB ,Intel Iris Xe Shared ,Windows 10 Home ,"Celestial Blue 32.40 x 22.20 x 1.69 ~ 1.73 cm (12.76"" x 8.74"" x 0.67"" ~ 0.68"") 1.62 kg (3.57 lbs) "
"Asus Vivobook Pro 16X OLED M7600QE Ryzen 7 5800H RTX 3050Ti 4GB Graphics 16"" 4K Gaming Laptop","190,460৳",AMD Ryzen 7 5800H ,16.0-inch OLED 4K (3840 x 2400) Touch ScreenNo ,16GB ,M.2 NVMe PCIe 3.0 SSD 512GB ,NVIDIA GeForce RTX 3050 Ti 4GB ,Windows 10 Home ,"0° Black 36.05 x 25.90 x 1.89 ~ 1.89 cm (14.19"" x 10.20"" x 0.74"" ~ 0.74"") 1.95 kg (4.30 lbs) "
"ASUS Zenbook S 13 OLED UP5302ZA-LX155W Core i7 12th Gen 13.3"" 2.8K Touch Laptop","187,705৳",Intel Core i7-1260P ,13.3-inch OLED 2.8K (2880 x 1800) Touch ScreenYes ,16GB ,M.2 NVMe PCIe 4.0 Performance SSD 512GB ,Intel Iris Xe Graphics Shared ,"Windows 11 Home Other Pre-installed SoftwaresMyASUS
ProArt Creator Hub
ScreenXpert
GlideX ",Ponder Blue 29.63 x 20.97 x 1.49 ~ 1.49 cm 1.10 kg Body MaterialMg-Al 
"ASUS ROG STRIX G15 G513IM Ryzen 7 4800H 16GB RAM RTX 3060 6GB 15.6"" WQHD Gaming Laptop","200,230৳",AMD Ryzen 7 4800H ,15.6 IPS  WQHD (2560X1440) Touch ScreenNo ,16GB ,M.2 NVMe PCIe 3.0 SSD 512GB ,NVIDIA GeForce RTX 3060 6GB ,Windows 11 ,Eclipse Grey 354 x 259 x 22.6 - 27.2mm 2.30 Kg 
"ASUS ROG Strix G15 G513RM Ryzen 7 6800H RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop","232,780৳",AMD Ryzen 7 6800H ,15.6-inch IPS  FHD (1920 x 1080) Touch ScreenNo ,16GB ,M.2 NVME PCIE 4.0 SSD 512GB ,NVIDIA GeForce RTX 3060 6GB ,Windows 11 Home ,"ECLIPSE GRAY (HF134W)
Volt Green (HF281W) 35.4 x 25.9 x 2.26 ~ 2.72 cm 2.3KG (5.07 lbs) "
"ASUS Zenbook Pro 14 Duo OLED UX8402ZA-M3031W Core i7 12th Gen 14.5"" 2.8K Touch Laptop","233,275৳",Intel i7-12700H ,14.5-inch OLED 2.8K (2880 x 1800) Touch ScreenYes ,16GB ,M.2 NVMe PCIe 4.0 Performance SSD 1TB ,Intel Iris Xe Graphics Shared ,"Windows 11 Home Other Pre-installed SoftwaresMyASUS
ProArt Creator Hub
ScreenXpert
GlideX ","Tech Black 32.35 x 22.47 x 1.79 ~ 1.96 cm 1.70 kg Body MaterialAluminum
Top case: Mg-Al "
"ASUS ROG Strix G15 G713RM Ryzen 7 6800H RTX 3060 6GB Graphics 17.3"" FHD WV Gaming Laptop","249,050৳",AMD Ryzen 7 6800H ,17.3-inch IPS  FHD (1920 x 1080) Touch ScreenNo ,16GB ,M.2 NVME PCIE 4.0 SSD 512GB ,NVIDIA GeForce RTX 3060 6GB ,Windows 11 Home ,Eclipse Gray 39.5 x 28.2 x 2.34 ~ 2.83 cm 2.90 Kg (6.39 lbs) 
"ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3050W Core i7 12th Gen RTX 3050 Ti 4GB Graphics 14.5"" 2.8K Touch Laptop","258,230৳",Intel i7-12700H ,14.5-inch OLED 2.8K (2880 x 1800) Touch ScreenYes ,16GB ,M.2 NVMe PCIe 4.0 Performance SSD 512GB ,"Intel Iris Xe Graphics
NVIDIA GeForce RTX 3050 Ti 4GB ","Windows 11 Home Other Pre-installed SoftwaresMyASUS
ProArt Creator Hub
ScreenXpert
GlideX ","Tech Black 35.50 x 25.10 x 1.69 ~ 1.78 cm 2.40 kg
2.20 kg (without Battery) Body MaterialAluminum
Top case: Mg-Al "
"Asus ROG Zephyrus G14 GA402RJ Ryzen 9 6900HS RX 6700S 8GB Graphics 14"" WQXGA Gaming Laptop","279,430৳",AMD Ryzen 9 6900HS ,14-inch IPS WQXGA (2560 x 1600) Touch ScreenNo ,16GB ,NVMe M.2 1TB ,AMD Radeon RX 6700S 8GB ,Windows 11 Home ,"GRAY ANIME MATRIX 31.2 x 22.7 x 1.95 ~ 1.95 cm (12.28"" x 8.94"" x 0.77"" ~ 0.77"") 1.72 Kg (3.79 lbs) "
"Asus ROG Zephyrus G15 GA503RM Ryzen 7 6800HS 16GB RAM RTX 3060 15.6"" WQHD Gaming Laptop","283,770৳",AMD Ryzen 7 6800HS ,15.6-inch IPS WQHD (2560 x 1440) Touch ScreenNo ,16GB(8GBONBOARD) ,PCI-E M.2 NVME PCI-E G4 SSD 1TB ,NVIDIA GeForce RTX 3060 6GB ,Windows 11 Home ,ECLIPSE GRAY 355 x 243 x 19.9mm 1.60 Kg (3.53 lbs) 
"ASUS ProArt Studiobook 16 OLED H5600QM Ryzen 7 5800H RTX 3060 6GB Graphics 16"" OLED Laptop","295,710৳",AMD Ryzen 7 5800H ,16 Inch 4K WQUXGA OLED 3840 x 2400 Touch ScreenNo ,16GB ,M.2 NVME PCIE 3.0 SSD 1TB ,Nvidia RTX 3060 Graphics 6GB ,Windows 11 ,Star Black 362.0 x 264.0 x 19.9 - 21.4mm 2.40 Kg 
"ASUS ProArt Studiobook 16 OLED H5600QM Ryzen 9 5900HX RTX 3060 6GB Graphics 16"" OLED Laptop","325,000৳",AMD Ryzen 7 5900HX ,16 Inch 4K WQUXGA OLED 3840 x 2400 Touch ScreenNo ,32GB ,M.2 NVME PCIE 3.0 SSD 1TB ,Nvidia RTX 3060 Graphics 6GB ,Windows 11 ,Star Black 362.0 x 264.0 x 19.9 - 21.4mm 2.40 Kg 
"Asus ROG Flow X13 GV301QE Ryzen 9 5980HS RTX 3050 Ti 4GB Graphics (ROG XG Mobile GC31S with RTX 3080), 13.4"" 120Hz WUXGA Touch Gaming Laptop","356,470৳",AMD Ryzen 9 5980HS ,13.4-inch IPS  WQUXGA (3840 x 2400) Touch ScreenYes ,32GB(2X16GB) ,M.2 2230 NVMe PCIe 1TB SSD ,NVIDIA GeForce RTX 3050 Ti 4GB ,Windows 10 Home ,"Black (Supernova Edition) 29.9 x 22.2 x 1.58 ~ 1.58 cm (11.77"" x 8.74"" x 0.62"" ~ 0.62"") 1.30 Kg (2.87 lbs) "
"ASUS ProArt Studiobook 16 OLED H5600QR Ryzen 9 5900HX RTX 3070 8GB Graphics 16"" OLED Laptop","358,640৳",AMD Ryzen 7 5900HX ,16 Inch 4K WQUXGA OLED 3840 x 2400 Touch ScreenNo ,32GB ,M.2 NVME PCIE 3.0 SSD 1TB ,Nvidia RTX 3070 Graphics 8GB ,Windows 11 ,Star Black 362.0 x 264.0 x 19.9 - 21.4mm 2.40 Kg 
"ASUS Zenbook Pro 16X OLED UX7602ZM-ME132W Core i9 12th Gen RTX 3060 6GB Graphics 16"" 4K Touch Laptop","381,920৳",Intel i9-12900H ,16.0-inch OLED 4K (3840 x 2400) Touch ScreenYes ,32GB ,M.2 NVMe PCIe 4.0 Performance SSD 1TB ,"Intel Iris Xe Graphics
NVIDIA GeForce RTX 3060 6GB ","Windows 11 Home Other Pre-installed SoftwaresMyASUS
ProArt Creator Hub
ScreenXpert
GlideX ","Tech Black 35.50 x 25.10 x 1.69 ~ 1.78 cm 2.40 kg
2.20 kg (without Battery) Body MaterialAluminum "
"ASUS ProArt Studiobook Pro 16 OLED W7600H3A Core i7 11th Gen RTX A3000 6GB Graphics 16"" OLED Laptop","393,860৳",Intel Core i7-11800H ,16 Inch 4K WQUXGA OLED 3840 x 2400 Touch ScreenNo ,32GB ,M.2 NVME PCIE 3.0 SSD 1TB ,Nvidia RTX A3000 6GB ,Windows 11 ,Star Black 362.0 x 264.0 x 19.9 - 21.4mm 2.40 Kg 
"ASUS ZenBook 17 Fold OLED UX9702 Core i7 12th Gen 16GB RAM 1TB SSD 17.3"" Touch Display Foled Laptop","420,480৳",Intel Core i7-1250U ,17.3-inch FOLED (Foldable OLED) 2.5K (2560 x 1920) Touch Screen10 point multi-touch ,1X16GBONBOARD ,M.2 NVMe PCIe 4.0 Performance SSD 1TB ,Intel Iris Xe Graphics Shared ,Windows 11 Pro ,"Tech Black 37.85 x 28.76 x 0.87 ~ 1.29 cm (14.90"" x 11.32"" x 0.34"" ~ 0.51"") 1.50 kg (3.31 lbs) "
Acer Aspire 3 A315-23 Ryzen 3 3250U 8GB RAM 15.6'' FHD Laptop,"49,410৳",AMD Ryzen 3 3250U ,"15.6 FHD (1920x1080) Touch ScreenLED Display FeaturesAspect Ratio: 16:9, ComfyView Display ",8GB ,PCIe G3 SSD 256GB ,AMD Radeon Shared ,Windows 11 ,Charcoal Black Height: 1.99 cm; Width: 36.3 cm; Depth: 25 cm 1.9 kg 
"Acer Extensa 15 EX215-54-37AH Core i3 11th Gen 15.6"" FHD Laptop","52,670৳",Intel Core i3-1115G4 Processor ,15.6 Inch Full HD 1920 x 1080 Touch ScreenNo Display FeaturesHigh-brightness Acer ComfyView LED-backlit TFT LCD ,4GB ,2.5 inch HDD 1TB ,Intel UHD Graphics Shared ,Free DOS ,Black 363.4 x 250.5 x 19.90mm 1.90Kg 
"Acer Aspire 3 A315-58 Core i3 1115G4 11th Gen 15.6"" FHD Laptop","53,750৳",Intel Core i3-1115G4 ,15.6 Inch LED Full HD (1920 x 1080) Touch ScreenNo ,8GB ,PCIe G3 SSD 256GB SSD ,intel UHD Graphics Shared ,Windows 11 Home ,Pure Silver 363.4 mm x 238.4 mm x 19.90 mm 1.70 kg 
"Acer Aspire 3 A315-58 Core i3 11th Gen 512GB SSD 15.6"" FHD Laptop","55,920৳",Intel Core i3-1115G4 ,15.6 Inch LED Full HD (1920 x 1080) Touch ScreenNo ,8GB ,PCIe G3 SSD 512GB SSD ,intel UHD Graphics Shared ,Windows 11 Home ,Pure Silver 363.4 mm x 238.4 mm x 19.90 mm 1.70 kg 
"Acer TravelMate TMP214-53 Core i3 11th Gen 14"" FHD Laptop","58,000৳",Intel Core i3-1115G4 ,14 Inch IPS Full HD (1920X1080) Touch ScreenNo ,4GB ,HDD 1TB ,Intel UHD Graphics Shared ,Free DOS ,"Black Height: 19.90 mm
Width: 328 mm
Depth: 235.9 mm 1.68 kg "
"Acer TravelMate TMP215-53 Core i3 11th Gen 15.6"" FHD Laptop","58,000৳",Intel Core i3-1115G4 ,15.6 Inch IPS Full HD (1920X1080) Touch ScreenNo ,4GB ,HDD 1TB ,Intel UHD Graphics Shared ,Free DOS ,"Black Height: 19.90 mm
Width: 328 mm
Depth: 235.9 mm 1.68 kg "
"Acer TravelMate TMP214-53 Core i3 11th Gen 8GB RAM 14"" FHD Laptop","63,000৳",Intel Core i3-1115G4 ,14 Inch IPS Full HD (1920X1080) Touch ScreenNo ,8GB ,M.2 NVME SSD 512GB ,Intel UHD Graphics Shared ,Free DOS ,"Black Height: 19.90 mm
Width: 328 mm
Depth: 235.9 mm 1.68 kg "
"Acer TravelMate TMP215-53 Core i3 11th Gen 8GB RAM 15.6"" FHD Laptop","63,000৳",Intel Core i3-1115G4 ,15.6 Inch IPS Full HD (1920X1080) Touch ScreenNo ,8GB ,M.2 NVME SSD 512 GB ,Intel UHD Graphics Shared ,Free DOS ,"Black Height: 19.90 mm
Width: 328 mm
Depth: 235.9 mm 1.68 kg "
"Acer Extensa 15 EX215-54-596B Core i5 11th Gen 15.6"" FHD Laptop","63,470৳",Intel Core i5-1135G7 ,15.6 Inch Full HD 1920 x 1080 Touch ScreenNo Display FeaturesHigh-brightness Acer ComfyView LED-backlit TFT LCD ,8GB(1X8GB) , 2.5-inch HDD 1TB ,Intel Iris Xe Graphics Shared ,Free DOS ,Black 363.4 x 250.5 x 19.90mm 1.90Kg 
"Acer Aspire 3 A315-58 Core i5 11th Gen 512GB SSD 15.6"" FHD Laptop","69,300৳",Intel Core i5-1135G7 ,15.6 Inch LED Full HD (1920 x 1080) Touch ScreenNo ,8GB ,PCIe G3 SSD 512GB ,Intel Iris Xe Graphics Shared ,Windows 11 Home ,Pure Silver 363.4 mm x 238.4 mm x 19.90 mm 1.70 kg 
"Acer Aspire 5 A515-56 Core i5 11th Gen 15.6"" FHD Laptop With Backlit Keyboard","72,050৳",Intel Core i5-1135G7 ,15.6 inch IPS FHD (1920 x 1080) Touch ScreenNo ,8GB ,NVMe SSD 512 GB ,Intel IrisX Graphics Shared ,Windows 10 Home ,Pure Silver 363 x 238 x 17.9 mm 1.6 KG 
"Acer TravelMate TMP214-53 Core i5 11th Gen 512GB SSD 14"" FHD Laptop","72,740৳",Intel Core i5-1135G7 ,14 Inch IPS Full HD (1920X1080) Touch ScreenNo ,8GB ,M.2 NVME SSD 512GB ,Intel Iris Xe Graphics Shared ,Free DOS ,"Black Height: 19.90 mm
Width: 328 mm
Depth: 235.9 mm 1.68 kg "
"Acer TravelMate TMP214-53 Core i7 11th Gen 14"" FHD Laptop","85,000৳",Intel Core i7-1165G7 ,14 Inch IPS Full HD (1920X1080) Touch ScreenNo ,8GB ,HDD 1TB ,Intel Iris Xe Graphics Shared ,Free DOS ,"Black Height: 19.90 mm
Width: 328 mm
Depth: 235.9 mm 1.68 kg "
"Acer TravelMate TMP214-53 Core i7 11th Gen 512GB SSD 14"" FHD Laptop","91,180৳",Intel Core i7-1165G7 ,14 Inch IPS Full HD (1920X1080) Touch ScreenNo ,8GB ,M.2 NVME SSD 512GB ,Intel Iris Xe Graphics Shared ,Free DOS ,"Black Height: 19.90 mm
Width: 328 mm
Depth: 235.9 mm 1.68 kg "
"Acer Aspire 7 A715-42G-R2NE Ryzen 5 5500U GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop","99,860৳",AMD Ryzen 5 5500U ,15.6 Inch IPS Full HD (1920 x 1080) Touch ScreenNo ,8GB(4GBX2) ,"PCIe Gen3, 8 Gb/s, NVMe SSD 512 GB ",NVIDIA GeForce GTX 1650 4GB ,Windows 11 Home ,"Charcoal Black Height: 2.29 cm
Width: 36.3 cm
Depth: 25.4 cm 2.15 Kg "
"Acer Aspire 7 A715-51G Core i5 12th Gen GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop","105,290৳",Intel Core i5-1240P ,15.6 Inch IPS Full HD (1920 x 1080) Touch ScreenNo ,8GB(4GBX2) ,"PCIe Gen3, 8 Gb/s, NVMe SSD 512 GB ",NVIDIA GeForce GTX 1650 4GB ,Windows 11 Home ,"Obsidian Black Height: 1.9 cm
Width: 36.2 cm
Depth: 23.7 cm 2.1 Kg "
"Acer Aspire 7 A715-51G Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop","119,940৳",Intel Core i5-1240P ,15.6 Inch IPS Full HD (1920 x 1080) Touch ScreenNo ,8GB(4GBX2) ,"PCIe Gen3, 8 Gb/s, NVMe SSD 512 GB ",NVIDIA GeForce RTX 3050 4GB ,Windows 11 Home ,"Obsidian Black Height: 1.9 cm
Width: 36.3 cm
Depth: 23.8 cm 2.1 Kg "
"Acer Predator PH315-53 Intel Core i7 10th Gen RTX 2060 6GB Graphics 15.6"" 144Hz FHD Gaming Laptop","179,610৳",Intel Core i7-10750H ,15.6 Inch IPS  Full HD (1920 x 1080) Touch ScreenNo ,16GB ,NVMe PCIe  SSD + SATA HDD 256 GB SSD  + 1 TB HDD ,NVIDIA GEFORCE RTX 2060 6GB ,Windows 10 ,Abyss Black 0.90 x 14.2 x 10 inch 5.51 lb 
"Acer Nitro 5 AN515-46-R3U8 Ryzen 5 6600H RTX 3050 4GB Graphics 15.6"" QHD 165Hz Gaming Laptop","160,080৳",AMD Ryzen 5 6600H ,15.6 Inch IPS QHD (2560 x 1440) Touch ScreenNo ,8GB ,"PCIe Gen4, 16 Gb/s, NVMe SSD 1 TB ",NVIDIA GeForce RTX 3050 4GB ,Windows 11 Home ,"Obsidian Black Height: 2.5 cm
Width: 36.4 cm
Depth: 27.1 cm 2.5 Kg "
"Acer Nitro 5 AN515-45-R4TJ Ryzen 7 256GB SSD RTX 3050Ti 4GB Graphics 15.6"" FHD 144Hz Gaming Laptop","162,250৳",AMD  Ryzen 7 5800H ,15.6 Inch IPS  Full HD (1920 x 1080) Touch ScreenNo ,16GB ,PCIe NVMe SSD +  HDD 256GB + 1TB ,NVIDIA GeForce RTX 3050Ti 4GB ,Windows 11 Home ,Shale Black 23.90 x 23.90 x 255 mm 2.40 kg 
"Acer Predator Helios 300 PH315-54-77MK Core i7 11th Gen RTX 3060 6GB Graphics 15.6"" QHD 165Hz Gaming Laptop","198,060৳",Intel Core i7-11800H ,15.6 Inch IPS Full HD (1920 x 1080) Refresh Rate165 Hz ,16GB(2X8GB) ,PCIe NVMe Gen 4 SSD+ SATA HDD 512GB SSD + 1TB HDD ,NVIDIA GeForce RTX 3060 6GB ,Windows 11 Home ,Abyss Black 22.90 mm x 363 mm x 255 mm 2.50 kg 
"Acer Predator PH315-53 Intel Core i7 10th Gen RTX 3070 8GB Graphics 15.6"" 300Hz FHD Gaming Laptop","203,500৳",Intel Core i7-10870H ,15.6 Inch IPS  Full HD (1920 x 1080) Refresh Rate300Hz ,16GB ,PCI SSD 1 TB ,NVIDIA RTX 3070 8GB ,Windows 10 ,Abyss Black 0.90 x 14.2 x 10 inch 5.51 lb 
"Acer Nitro 5 AN515-58-74EF Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" QHD 165Hz Gaming Laptop","231,690৳",Intel Core i7-12700H ,15.6 Inch IPS QHD (2560 x 1440) Touch ScreenNo ,16GB ,"PCIe Gen4, 16 Gb/s, NVMe SSD 1 TB ",NVIDIA GeForce RTX 3060 6GB ,Windows 11 Home ,"Obsidian Black Height: 2.69 cm
Width: 36.4 cm
Depth: 27.1 cm 2.5 Kg "
"Acer Predator Helios 300 PH315-54-78C9 Core i7 11th Gen RTX 3070 8GB Graphics 15.6"" FHD 300Hz Gaming Laptop","247,500৳",Intel Core i7-11800H ,15.6 Inch IPS  FHD (1920 x 1080) Touch ScreenNo ,32GB(2X16) ,PCIe NVMe Gen 4 SSD+ SATA HDD 512GB SSD + 1TB HDD ,NVIDIA GeForce RTX 3070 8GB ,Windows 11 Home ,Abyss Black 22.90 mm x 363 mm x 255 mm 2.50 kg 
"MSI Modern 14 B11MO Core i3 11th Gen 14"" FHD Laptop","63,520৳",Intel  Core i3-1115G4 ,14.0 Inch IPS-Level FHD (1920x1080) Touch ScreenNo ,8GB , NVMe PCIe Gen3x4 SSD 512GB ,Intel UHD Graphics Shared ,Free Dos ,Carbon Gray 319 x 219 x 16.9 mm 1.3 kg Body MaterialMetal 
"MSI Modern 14 Ryzen 7 5700U 14"" FHD Laptop","92,500৳",AMD Ryzen 7 5700U ,14 Inch IPS FHD (1920x1080) Touch ScreenNo ,8GB ,NVMe SSD 512GB ,AMD Radeon Graphics Shared ,Windows 11 Home ,Carbon Gray 319 x 219 x 16.9-18.1 mm 1.3 kg Body MaterialUltra slim 18.9 mm aluminum chassis 
"MSI Modern 15 B12M Core i7 12th Gen 8GB RAM 15.6"" FHD Laptop","100,950৳",Intel Core i7-1255U ,15.6 Inch IPS FHD (1920*1080) Touch ScreenNo ,8GB ,NVMe PCIe Gen3x4 SSD 512GB ,Intel Iris Xe Shared ,Windows 11 Home ,Classic Black 359 x 241 x 19.9 mm 1.7 kg 
"MSI GF63 THIN 11SC Core i5 11th Gen GTX 1650 4GB Graphics 15.6"" FHD 144hz Gaming Laptop","104,750৳",Intel Core i5-11400H ,"15.6"" IPS FHD (1920x1080) Refresh Rate144Hz ",8GB ,NVMe 512GB ,NVIDIA GeForce GTX 1650 4GB ,Windows 11 Home ,Black 359 x 254 x 21.7 mm 4.10 lbs/ 1.86KG 
"MSI Bravo 15 B5DD Ryzen 5 5600H RX 5500M 4GB Graphics 15.6"" FHD 144Hz Gaming Laptop","121,000৳",AMD Ryzen 5 5600H ,15.6 Inch IPS FHD (1920x1080) Touch ScreenNo ,8GB ,NVMe PCIe Gen3x4 SSD 512GB ,AMD Radeon RX 5500M 4GB ,Windows 11 Home ,Titanium Grey 359 x 259 x 24.95 mm 2.35 kg Body MaterialMetallic Body 
"MSI GF63 THIN 11UC Core i5 11th Gen 512GB SSD RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop","122,750৳",Intel Core i5-11400H ,15.6 Inch IPS-Level FHD (1920*1080) Touch ScreenNo ,8GB ,NVMe PCIe Gen3x4 SSD 512GB ,NVIDIA GeForce RTX 3050 Max-Q Shared ,Windows 10 Original ,"Black 14.13"" x 9.99"" x 0.85"" 4.10 lbs/ 1.86KG "
"MSI Prestige 14 A11SB Core i7 11th Gen MX450 2GB Graphics 14"" FHD Laptop","148,500৳",Intel Core i7-1185G7 ,14 Inch IPS FHD (1920 x 1080) Touch ScreenNo ,16GBONBOARD ,PCIe SSD 1TB ,Nvidia MX450 2GB ,Windows 10 Home ,Rose Pink 319 x 219 x 16 mm 1.29 kg 
"MSI Prestige 14 A11SCX Core i7 11th Gen GTX1650 Max-Q 4GB graphics 14"" UHD Laptop","154,660৳",Intel Core i7-1185G7 ,14 Inch IPS UHD (3840 x 2160) Touch ScreenNo ,16GB ,NVMe PCIe Gen4x4 SSD 1TB ,GTX1650 Max-Q 4GB ,Windows 10 Home Ultra ,"Pure White
Rose Pink
Carbon Gray 319 x 219 x 15.9 mm 1.29 kg Body MaterialMetal "
"MSI Summit E14 A11SCS Core i7 11th Gen GTX 1650 Ti Max-Q 4GB Graphics 14"" UHD Laptop","155,160৳",Intel Core i7-1185G7 ,14 Inch IPS UHD (3840x2160) Touch ScreenNo ,16GBONBOARD ,1TB NVMe PCIe Gen4x4 SSD ,GTX1650 Ti Max-Q 4GB ,Windows 10 Home ,Ink Black 319 x 219 x 15.9 mm 1.32 kg Body MaterialMetal 
"MSI Creator M16 A12UC Core i7 12th Gen RTX 3050 4GB Graphics 16"" QHD+ Laptop","180,700৳",Intel Core i7-12700H ,16 inch IPS QHD+ (2560 x 1600) Touch ScreenYes ,16GB(8GBX2) , NVMe PCIe Gen4x4 SSD 512GB ,NVIDIA GeForce RTX 3050 4GB ,Windows 10 Home ,Black 359 x 259 x 23.95 mm 2.26 kg 
"MSI Creator Z16 A11UET Core i7 11th Gen RTX 3060 Max-Q 6GB Graphics 16"" QHD Gaming Laptop","242,000৳",Intel Core i7-11800H ,16 inch IPS-Level QHD+ (2560 x 1600) Touch ScreenYes ,16GB(8GBX2) , NVMe PCIe Gen4 SSD 512GB ,NVIDIA GeForce RTX 3060 6GB ,Windows 10 Home ,Lunar Gray 359 x 256 x 15.9 mm 2.2 kg 
"MSI Vector GP66 12UEO Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" FHD 240Hz Gaming Laptop","245,800৳",Intel Core i7-12700H ,15.6 Inch IPS FHD (1920×1080) Touch ScreenNo ,16GB(8GBX2) ,NVMe PCIe Gen4 SSD 1TB ,NVIDIA GeForce RTX 3060 6GB ,Windows11 Home ,Core Black 358 x 267 x 23.4 mm 2.38 kg 
"MSI Summit E16Flip A12UCT Core i7 12th Gen RTX 3050 4GB Graphics 16"" QHD+ 165Hz Touch Laptop","268,580৳",Intel Core i7-1280P ,"16 Inch IPS QHD+ (2560 x 1600) Touch ScreenYes
Support MSI Pen ",32GB ,NVMe PCIe Gen4x4 SSD 1TB ,NVIDIA GeForce RTX 3050 Max-Q 4GB ,Windows11 Pro ,Black 358 x 258.55 x 16.85 mm 1.9 kg 
"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGN63) Space Gray","120,480৳",Apple M1 chip ,13.3-inch Retina display with IPS technology 2560 X 1600 Touch ScreenNo ,8GB ,SSD 256GB ,Apple 7-core GPU Shared ,macOS ,"Space Gray Thickness: 0.41 to 1.61 cm (0.16 to 0.63 inches)
Width: 30.41 cm (11.97 inches)
Depth: 21.24 cm (8.36 inches) 1.29 kg (2.8 lbs) "
"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGND3) Gold","122,060৳",Apple M1 chip ,13.3-inch Retina display with IPS technology 2560x1600 Touch ScreenNo ,8GB ,SSD 256GB ,Apple 7-core GPU Shared ,macOS ,"Gold Thickness: 0.41 to 1.61 cm (0.16 to 0.63 inches)
Width: 30.41 cm (11.97 inches)
Depth: 21.24 cm (8.36 inches) 1.29 kg (2.8 lbs) "
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Starlight #MLY13LL/A / MLY13ZP/A,"154,110৳",Apple M2 chip ,13.6-inch Liquid Retina display 2560x1664 Touch ScreenNo ,8GB ,SSD 256GB ,Apple 8-core GPU Shared ,macOS ,"Starlight Height: 0.44 inch (1.13 cm)
Width: 11.97 inches (30.41 cm)
Depth: 8.46 inches (21.5 cm) 2.7 pounds (1.24 kg) "
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Silver #MLXY3LL/A / MLXY3ZP/A,"154,110৳",Apple M2 chip ,13.6-inch Liquid Retina display 2560x1664 Touch ScreenNo ,8GB ,SSD 256GB ,Apple 8-core GPU Shared ,macOS ,"Silver Height: 0.44 inch (1.13 cm)
Width: 11.97 inches (30.41 cm)
Depth: 8.46 inches (21.5 cm) 2.7 pounds (1.24 kg) "
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Space Gray #MLXW3LL/A / MLXW3ZP/A,"154,110৳",Apple M2 chip ,13.6-inch Liquid Retina display 2560x1664 Touch ScreenNo ,8GB ,SSD 256GB ,Apple 8-core GPU Shared ,macOS ,"Space Gray Height: 0.44 inch (1.13 cm)
Width: 11.97 inches (30.41 cm)
Depth: 8.46 inches (21.5 cm) 2.7 pounds (1.24 kg) "
