Name,Price,Cpu,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight
ASUS ROG Flow X13 GV301QE 13.4 inch WQUXGA 120HZ Touch Display Ryzen 9-5980HS 32GB RAM 1TB SSD Gaming Laptop with RTX 3050TI 4GB and ROG XG Mobile RTX 3080 16GB Graphics (Supernova Edition),"330,000৳","AMD Ryzen 9 5980HS Processor 3.1 GHz (16M cache, up to 4.8GHz)","13.4-inch WQUXGA (3840 x 2400) 16:10 glossy display sRGB: 116% Adobe:86%DCI-P3:85% Touch Screen Refresh Rate: 120Hz IPS-level Adaptive-Sync,IPS-levelPantone Validated:Yes",32GB memory,1TB M.2 2230 NVMe PCIe 3.0 SSD,NVIDIA GeForce RTX 3050TI 4GB & ROG XG Mobile RTX3080 16GB Graphics,Windows 10,1.3 kg
ASUS G713RM ROG STRIX G17 17.3 FULL HD DISPLAY RYZEN 7 6800H 16GB RAM 512GB SSD LAPTOP WITH 3060 6GB GRAPHICS,"232,000৳","AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)","17.3-inch 
FHD (1920 x 1080) 16:9
anti-glare display
sRGB:
100.00%
Adobe:
75.35%
Refresh Rate:
360Hz
Response Time:
3ms
IPS-level
Adaptive-Sync
MUX Switch + Optimus",16GB DDR5-4800 SO-DIMM x 2,512GB SSD PCIe 4.0 NVMe M.2 SSD,"NVIDIA® GeForce RTX™ 3060 Laptop GPU 
ROG Boost: 1752MHz* at 140W (1702MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)
6GB GDDR6",Windows 11 Home,2.90 Kg (6.39 lbs)
ASUS EXPERTBOOK P1412CEA 14-INCH FHD DISPLAY INTEL CORE I3 11TH GEN 8GB RAM 1TB HDD & 256GB SSD LAPTOP,"58,000৳","Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)","35.56cm(14) (16:9) LED-backlit FHD (1920*1080) 60Hz Anti-Glare Panel with 45% NTSC, 220NITS","8GB DDR4 3200MHz SDRAM Onboard Memory, 1 x SO-DIMM socket, expandable up to 20 GB SDRAM",1 TB HDD & 256GB M.2 NVME SSD,Integrated Intel UHD Graphics 520,"Endless Free DOS, ASUS recommends Windows 11 Pro for business",1.5 kg
ASUS EXPERTBOOK P1412CEA 14-INCH FHD DISPLAY INTEL CORE I3 11TH GEN 4GB RAM 1TB HDD LAPTOP,"56,000৳","Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)","35.56cm(14) (16:9) LED-backlit FHD (1920*1080) 60Hz Anti-Glare Panel with 45% NTSC, 220NITS","4 GB DDR4 3200MHz SDRAM Onboard Memory, 1 x SO-DIMM socket, expandable up to 20 GB SDRAM",1 TB HDD (Extra M.2 NVMe SSD Slot Available),Integrated Intel UHD Graphics 520,"Endless Free DOS, ASUS recommends Windows 11 Pro for business",1.5 kg
ASUS EXPERTBOOK P1 P1412CEA 14 INCH FULL HD DISPLAY INTEL I5 11TH GEN 8GB RAM 512GB SSD LAPTOP,"77,000৳",Intel Core i5-1135G7 2.40 GHz up to 4.20 GHz,"14 inch FHD (1920 x 1080) 
16:9, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:83 %","16GB DDR4 3200MHz SDRAM Onboard Memory, 1 x SO-DIMM socket, expandable up to 20 GB SDRAM",512GB M.2 NVMe PCIe 3.0 SSD,Integrated Intel UHD Graphics 520,"Endless Free DOS, ASUS recommends Windows 11 Pro for business",1.5 kg
Asus ProArt Studio book Pro W7600H3A 16 inch 4K OLED Display Core i7 11th Gen 32GB RAM 1TB SSD Creator Laptop with RTX A3000 6GB Graphics,"365,000৳","Intel Core i7-11800H Processor 2.3 GHz (24M Cache, up to 4.6 GHz, 8 cores)","16.0-inch, 4K (3840 x 2400) OLED 16:10 aspect ratio, 
0.2ms response time, 
550nits HDR peak brightness,
100% DCI-P3 color gamut, 
1,000,000:1, VESA CERTIFIED Display HDR True Black 500,
1.07 billion colors, 
PANTONE Validated, Glossy display,
70% less harmful blue light,
SGS Eye Care Display,
Screen-to-body ratio: 85 ％",32GB DDR4,1TB M.2 NVMe PCIe 3.0 Performance SSD,"Inte UHD Graphics,
NVIDIA RTX A3000 Laptop GPU,
With Boost up to 1560MHz at 90W (105W with Dynamic Boost), 6GB GDDR6",Windows 11 Home,US MIL-STD 810H military-grade standard
Asus VivoBook Pro 15 M3500QC 15.6 inch Full HD Display Ryzen 5 5600H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,"135,000৳","AMD Ryzen 5 5600H (L2 3MB & L3 16MB Cache, 3.3GHz Up to 4.2GHz)","15.6-inch FHD (1920 x 1080) 60HZ, 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut Glossy display, Screen-to-body ratio: 84 ％",16GB DDR4 onboard,512GBM.2 NVMe PCIe 3.0 SSD,NVIDIA GeForce RTX 3050 4GB GDDR6 GPU,Windows 10 64-Bit,Weight: 1.65 kg (With Battery)
ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop (Slate Grey),"61,000৳","Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)","15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",8GB DDR4 RAM (4*4),512GB PCI-E G3 SSD (Extra HDD Slot Available),Intel UHD Graphics,Windows 11 Home,1.80 kg (3.97 lbs)
ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop (Transparent Silver),"52,000৳","Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)","15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",4GB DDR4 RAM,1TB HDD & FTPM,Intel UHD Graphics,Windows 11 Home,1.80 kg (3.97 lbs)
ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop (Slate Grey),"52,000৳","Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)","15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",4GB DDR4 RAM,1TB HDD & FTPM,Intel UHD Graphics,Windows 11 Home,1.80 kg (3.97 lbs)
Asus ExpertBook P1 P1440FA 14 inch HD Display Core i3 10th Gen 8GB RAM 1TB HDD Laptop,"57,500৳","Intel Core i3-10110U Processor 2.1 GHz (4M Cache, up to 4.1 GHz, 2 cores)","14.0-inch, LCD, HD (1366 x 768) 16:9, Anti-glare display, LED Backlit, 220nits, NTSC: 45%",8GB DDR4 2666MHz,1TB HDD,Intel UHD Graphics,Windows 10 Pro,1.68 kg with battery
ASUS ZENBOOK DUO 14 UX482EAR-KA433W 14.0 INCH FULL HD DISPLAY INTEL I7 11TH GEN 16GB RAM 512GB SSD LAPTOP,"159,000৳","Intel Core i7-1195G7 Processor 3.0 GHz (12M Cache, up to 4.8 GHz, 4 cores)","FHD (1920 x 1080) 16:9 aspect ratio 
LED Backlit
IPS-level Panel
400nits
100% sRGB color gamut",16GB LPDDR4X on board,512GB M.2 NVMe PCIe 3.0 SSD,Intel Iris Xe Graphics,Windows 11 Home - ASUS recommends Windows 11 Pro for business,"1.65 kg (3.64 lbs) 
1.57 kg (3.46 lbs)"
ASUS ZENBOOK S 13 13.3 INCH OLED DISPLAY RYZEN 7 6800U 16GB RAM 1TB SSD LAPTOP,"155,990৳",Mg-Al,1TB M.2 NVMe PCIe 4.0 Performance SSD,AMD Ryzen 7 6800U 2.7GHz up to 4.7 GHz,Trusted Platform Module (Firmware TPM),16GB (on board) LPDDR5,13.3-inch OLED 2.8K (2880 x 1800) 60Hz,1.10 kg
Asus TUF Gaming F15 FX506LHB 15.6 inch Full HD 144Hz Display Core i5 10th Gen 8GB RAM 512GB SSD ​Gaming Laptop With GTX 1650 4GB Graphics,"97,900৳","Intel Core i5-10300H Processor (8M Cache, 2.50 GHz up to 4.50 GHz)","15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:62.5%,Adobe:47.1%,DCI-P3:Refresh Rate:144Hz,Value IPS-level",8GB 3200 MHz DDR4 (Extra Ram Slot Available),512GB NVMe PCIe SSD (Extra M.2 NVME PCIE SSD Slot Available),NVIDIA GeForce GTX 1650 4GB Graphics,"Windows 11, 64 -bit",2.30 Kg (5.07 lbs)
ASUS ZENBOOK FLIP 14 OLED UM3402YA 14.0-INCH DISPLAY RYZEN 5 5625U 16GB RAM 512GB SSD LAPTOP,"129,500৳",Aluminum,AMD Radeon Graphics,"AMD Ryzen 5 5825U Mobile Processor (6-core/12-thread, 16MB cache, up to 4.3 GHz max boost)",LPDDR4X 16GB,512GB M.2 NVMe PCIe 3.0 SSD,"63WHrs, 3S1P, 3-cell Li-ion",1.40 kg
Asus ZenBook Duo UX482EA 14 inch Full HD Touch Screen Dual Display Core i7 11th Gen 16GB RAM 512GB SSD Laptop,"174,000৳","Intel Core I7-1165G7 Processor 2.8 GHz (12M Cache, Up To 4.7 GHz, 4 Cores)","Touch Screen, 14.0-Inch, -, FHD (1920 X 1080) 16:9, IPS-Level Panel, Anti-Glare Display, LED Backlit, 400nits, SRGB: 100%, Pantone Validated, Screen-To-Body Ratio: 93 ％, With Stylus Support",16GB 3200MHz LPDDR4X On Board,512GB M.2 NVMe PCIe 3.0 SSD,Intel Iris Xe Graphics,Windows 10,1.57 Kg
ASUS ZENBOOK 17 FOLD UX9702A 17.3 INCH OLED DISPLAY INTEL I7 12TH GEN 16GB RAM 1TB SSD 2 IN 1 LAPTOP,"399,900৳","Intel Core i7-1250U Processor 1.1 GHz (12M Cache, up to 4.7 GHz, 2P+8E cores)","17.3-inch, 2560 x 1920 FOLED 4:3 aspect ratio
0.2ms response time, 500nits peak brightness
100% DCI-P3 color gamut, 1,000,000:1
VESA CERTIFIED Display HDR True Black 500
1.07 billion colors
PANTONE Validated
Glossy display
70% less harmful blue light
Touch screen
Screen-to-body ratio: 87 ％","16GB LPDDR5 onboard, Memory",1TB M.2 NVMe™ PCIe® 4.0 Performance SSD,Intel Iris Xe Graphics,Windows 11 Home,1.50 kg (3.31 lbs)
Asus ZenBook 14 UX425EA 14 inch FHD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (KI355W),"109,000৳","Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)","14.0” FHD (1920X1080) LED BACKLIT DISPLAY 16:9, IPS-LEVEL, ANTI GRARE DISPLAY, 300 NITS, 100% sRGB, 90% SCREEN TO BODY RATIO",8GB LPDDR4X 3200MHz RAM,512GB PCIeG3 NVMe SSD,Intel Iris Xe Graphics,Windows 11,1.13 kg (2.49 lbs)
ASUS ZENBOOK 14 UM425UA-R5 RYZEN R5 5500U 14.0 INCH FULL HD 8GB RAM 512GB SSD LAPTOP WITH AMD RADEON GRAPHICS,"100,000৳","AMD RYZEN R5 5500U 2.10GHZ, UP TO 4.00GHZ, 8MB L3 CACHE",14.0” FHD (1920X1080) IPS LEVEL PANEL,8GB LPDDR4X RAM,512GB M.2 NVMe PCIe G3 SSD,AMD Radeon Graphics,Windows 11,1.8 kG
ASUS ZENBOOK 14 OLED UM3402YA 14.0-INCH DISPLAY RYZEN 7 5825U 16GB RAM 512GB SSD LAPTOP,"139,500৳",Aluminum,AMD Radeon Graphics,"AMD Ryzen 7 5825U Processors with Radeon Graphics (
Up to 4.5GHz , Base Clock
2.0GHz)",LPDDR4X 16GB,512GB M.2 NVMe PCIe 3.0 SSD,"63WHrs, 3S1P, 3-cell Li-ion",1.40 kg
Asus Vivobook X515MA 15.6 inch HD Display Celeron N4020 4GB RAM 1TB HDD Laptop,"41,800৳","Intel Celeron Processor N4020 (4M Cache, 1.10 GHz up to 2.80 GHz)",15.6-inch HD (1366 x 768) 16:9 aspect ratio,4GB DDR4 RAM (Expandable RAM),1TB SATA 5400RPM HDD (Extra M.2 Nvme Slot Available For SSD),Intel UHD Graphics,Windows 11,1.80 kg (3.97 lbs)
Asus Vivobook X515KA 15.6 inch HD Display Celeron N4500 4GB RAM 1TB HDD Laptop,"43,000৳","Intel Celeron N4500 Processor (4M Cache, 1.10 GHz up to 2.80 GHz)",15.6-inch HD (1280 X 720) 16:9 aspect ratio,4GB DDR4 RAM (Extra Ram Slot Available For Expand),1TB SATA 5400RPM HDD ( Extra M.2 Slot Availeble ),Intel UHD Graphics 600,Windows 11 Home,1.80 kg (3.97 lbs)
Asus Vivobook X515KA 15.6 inch HD Display Celeron N4500 4GB RAM 1TB HDD Laptop,"43,000৳","Intel Celeron N4500 Processor (4M Cache, 1.10 GHz up to 2.80 GHz)",15.6-inch HD (1280 X 720) 16:9 aspect ratio,4GB DDR4 RAM (Extra Ram Slot Available For Expand),1TB SATA 5400RPM HDD ( Extra M.2 Slot Availeble ),Intel UHD Graphics 600,Windows 11 Home,1.80 kg (3.97 lbs)
ASUS VivoBook S15 S533EQ 15.6-inch Core i7 11th Gen 16GB RAM 512GB SSD Laptop With MX350 DDR5 2GB Graphics -Indie Black,"115,000৳","Intel Core i7-1165G7 Processor (12M Cache, Cores- 4, Threads- 8, 2.80 GHz Turbo Speed Up to 4.7 GHz)","15.6” LED-backlit Full HD (1920 x 1080) 16:9
Frameless three-sided NanoEdge display with 86% screen-to-body ratio
IPS-level wide-view technology",16GB 3200MHz DDR4 RAM (ON BOARD),512GB PCIe SSD( NVMe SSD Or Optane Memory Slot available),Nvidia GeForce MX350 DDR5 2GB Graphics,Windows 10 Original,1.8kg (3.97 pounds)
Asus VivoBook S14 S433EA 14-Inch Full HD LED Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Indie Black),"85,000৳","
Intel Core i5-1135G7 Processor( 8M Cache, 2.40 GHz up to 4.20 GHz)"," 35.56cm(14”) LED-backlit Full HD (1920 x 1080) 16:9
Frameless NanoEdge display with 85% screen-to-body ratio
178° wide-view technology, Anti-glare", 8GB 3200MHz DDR4,512GB PCIe SSD ( NVMe SSD Slot available),"
Intel Iris Xe graphics",Windows 10 Home,1.4kg (3.08 pounds)
Asus VivoBook Pro 15 OLED M3500QA 15.6 inch Full HD OLED Display Ryzen 7 5800H 8GB RAM 512GB SSD Laptop,"101,000৳","AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)","Panel Size:	15.6-inch 
Resolution:	FHD (1920 x 1080) OLED 16:9 aspect ratio 
Response time:	0.2ms response time 
Peak Brightness:	600nits peak brightness 
Color gamut:	100% DCI-P3 color gamut 
Contrast ratio:	1,000,000:1 
VESA CERTIFIED Display HDR:	VESA CERTIFIED Display HDR True Black 600 
Color depth:	1.07 billion colors 
Pantone	PANTONE Validated 
Glare:	Glossy display 
Low blue light:	70% less harmful blue light 
SGS Eye Care Display:	SGS Eye Care Display 
Screen-to-body ratio:	84 ％ ",8GB DDR4 onboard,512GBM.2 NVMe PCIe 3.0 SSD,AMD Radeon Graphics,Windows 10 64-Bit,35.98 x 23.53 x 1.89 ~ 1.99 cm
Asus VivoBook Pro 15 M3500QA 15.6 inch Full HD Display Ryzen 7 5800H 8GB RAM 512GB SSD Laptop,"95,500৳","AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)","15.6” FHD DISPLAY (1920X1080), 16:9, IPS PANEL, 400NITS, 100% DCI-P3, PANTONE VALIDATED, 84% SCREEN TO BODY RATIO",8GB DDR4 onboard,512GBM.2 NVMe PCIe 3.0 SSD,AMD Radeon Graphics (2000 MHz),Windows 10 64-Bit,35.98 x 23.53 x 1.89 ~ 1.99 cm
Asus VivoBook Pro 15 K3500PA 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop,"115,000৳","Intel Core i7-11370HProcessor 3.3 GHz (12M Cache, up to 4.8 GHz, 4 cores)","15.6-inch FHD (1920 x 1080) 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Screen-to-body ratio: 84",8GB DDR4 3200MHz onboard,512GBM.2 NVMe PCIe 3.0 SSD,Intel Iris Xe Graphics ,Windows 10 64-Bit,Weight: 1.65 kg (With Battery)
Asus Vivobook GO E410MA 14 inch full hd display Celeron N4020 4GB RAM 512GB SSD Laptop (Star Black),"47,000৳","Intel Celeron Processor N4020 
(4M Cache, 1.10 GHz up to 2.80 GHz)",512GB M.2 NVMe PCIe 3.0 SSD,4GB DDR4 RAM,Intel UHD Graphics 600,"14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 220nits, 45% NTSC color gamut, Anti-glare display, Screen-to-body ratio: 78 ％","Wi-Fi:Wi-Fi 5 (802.11ac)
Bluetooth:Bluetooth 4.2",1.30 kg (2.87 lbs)
Asus Vivobook E410MA 14 inch HD Display Celeron N4020 4GB RAM 256GB SSD Laptop (PEACOCK BLUE),"46,500৳",Intel Celeron Processor N4020,"14 inch, HD (1366X768)",4GB DDR4 RAM,256GB PCIEG3 SSD,Intel UHD Graphics 600,"Wi-Fi:Wi-Fi 5 (802.11ac) 
Bluetooth:Bluetooth 4.1",1.60 kg
