Name,Price,Cpu,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight
Asus VivoBook 15 S513EQ 15.6 inch Full HD OLED Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop With MX350 DDR5 2GB Graphics,"119,000৳","Intel Core i7-1165G7 Processor (12M Cache, Cores- 4, Threads- 8, 2.80 GHz Turbo Speed Up to 4.7 GHz)","15.6” OLED FHD DISPLAY, 16:9, 600 NITS, 85% SCREEN TO BODY RATIO, 100% DCI-P3, 70% LESS BLUE LIGHT, SGS EYE CARE",8GB 3200MHz DDR4 RAM (ON BOARD),512GB PCIe SSD,Nvidia GeForce MX350 DDR5 2GB Graphics,Windows 11,1.8kg (3.97 pounds)
Asus VivoBook 15 S513EQ 15.6 inch OLED Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop With MX350 2GB Graphics,"102,500৳","Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)","15.6” OLED FHD DISPLAY, 16:9, 600 NITS, 85% SCREEN TO BODY RATIO, 100% DCI-P3, 70% LESS BLUE LIGHT, SGS EYE CARE",8GB 3200MHz DDR4 RAM (ON BOARD),512GB M.2 NVMe PCIe 3.0 SSD,Nvidia GeForce MX350 DDR5 2GB Graphics,Windows 11,1.8kg (3.97 pounds)
Asus TUF Gaming A15 FA507RE 15.6 inch FHD 144Hz Display Ryzen 7 6800H 16GB DDR5 RAM 512GB SSD Gaming Laptop with RTX 3050 Ti 4GB Graphics,"180,000৳",Metal Finishing,"NVIDIA GeForce RTX 3050 Ti Laptop GPU, 1745MHz* at 95W (1695MHz Boost Clock+50MHz OC, 80W+15W Dynamic Boost), 4GB GDDR6","AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)","16GB DDR5-4800MHZ SO-DIMM, 
Max Capacity:32GB, 
Support dual channel memory",512GB M.2 NVMe PCIe 3.0 SSD,"90WHrs, 4S1P, 4-cell Li-ion",2.20 Kg (4.85 lbs)
Asus ExpertBook L1 L1500CDA 15.6 inch Full HD Display Ryzen 3 3250U 4GB Ram 512GB SSD Laptop,"58,500৳","AMD Ryzen 3 3250U Mobile Processor (2C/4T, 5MB Cache, 3.5 GHz Max Boost)","15.6-inch,FHD (1920 x 1080) 16:9,Anti-glare display,220nits,NTSC: 45%",4 GB DDR4 RAM (Additional Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD (Extra HDD Slot Available),AMD Radeon Graphics,Free DOS,1.75 kg (3.86 lbs)
Asus ExpertBook L1 L1400CDA 14 inch Full HD Display Ryzen 3 3250U 4GB Ram 512GB SSD Laptop,"58,500৳","AMD Ryzen 3 3250U Mobile Processor (2C/4T, 5MB Cache, 3.5 GHz Max Boost)","14.0-inch, LCD, FHD (1920 x 1080) 16:9, Anti-glare display, 220nits, NTSC: 45%",4 GB DDR4 RAM (Additional Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD (Extra HDD Slot Available),AMD Radeon Graphics,FreeDOS,1.46 kg (3.22 lbs)
ASUS ExpertBook B9 B9450FA 14-inch IPS Full HD Display Core i7 10th Gen 16GB RAM 1TB NVMe SSD Laptop,"160,000৳","
Intel Core i7-10510 processor
1.8GHz quad-core with Turbo Boost (up to 4.9GHz) and 8MB cache","
35.56cm(14"") LED-backlit, IPS Full HD (1920 x 1080), 16:9 aspect, anti-glare screen, 300nits brightness display
4mm-thin bezel with 94% screen-to-body ratio
Wide 100% sRGB color gamut (NTSC: 72%)
IPS-level wide-view technology",16GB 2133MHz LDDR3 onboard (dual-channel support),"1TB M.2 NVMe PCIe 3.0 Performance SSD

Extra M.2 PCIE NVME SSD Slot Available",Integrated Intel UHD Graphics,Windows 10,0.995kg (2.19 pounds) with 66W battery
ASUS ExpertBook B3 Flip B3402FEA 14 inch Full HD Touch Display Core i7 11th Gen 16GB RAM 512GB SSD 2 in 1 Laptop,"115,000৳","Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)","Touch screen, 14.0-inch, LCD, FHD (1920 x 1080) 16:9, Wide view, Glossy display, LED Backlit, 400nits, sRGB: 100%","16GB 3200MHz DDR4 onboard,",512GB M.2 NVMe PCIe 3.0 SSD ( Additional HDD Slot Available),Intel Iris Xe Graphics,DOS,Star Black
ASUS ExpertBook B3 Flip B3402FEA 14 inch Full HD Touch Display Core i5 11th Gen 8GB RAM 512GB SSD 2 in 1 Laptop,"89,000৳","Intel Core i5-1135G7 8M Cache, up to 4.20 GHz Processor","Touch screen, 14.0-inch, LCD, FHD (1920 x 1080) 16:9, Wide view, Glossy display, LED Backlit, 400nits, sRGB: 100%",8G 3200MHz DDR4 onboard,512GB M.2 NVMe PCIe 3.0 SSD,Intel Iris Xe Graphics,DOS,Star Black
ASUS ExpertBook B3 Flip B3402FEA 14 inch FHD Touch Display Core i5 11th Gen 16GB RAM 512GB SSD 2 in 1 Laptop,"93,500৳","Top case-material Aluminum, US MIL-STD 810H military-grade standard",Intel Iris Xe Graphics,"Intel Core i5-1135G7 8M Cache, up to 4.20 GHz Processor",16GB 3200MHz DDR4,512GB M.2 NVMe PCIe 3.0 SSD (Storage Upgradeable Up To 2TB),"50WHrs, 3S1P, 3-cell Li-ion",Star Black
ASUS ExpertBook B1 B1500CEAE 15.6 inch Full HD Display Core i3 11th Gen 4GB RAM 512GB SSD Laptop,"59,000৳","Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)","15.6-inch, LCD, FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:90 ％",4GB DDR4 onboard ( Extra Ram Slot Available ),512GB M.2 NVMe PCIe 3.0 SSD ( SATA HDD Slot Available ),Integrated Intel UHD Graphics,DOS,1.73 kg (3.81 lbs)
ASUS ExpertBook B1 B1400CEAE 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,"85,000৳","Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)","14.0-inch, LCD, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 220nits, NTSC: 45%, Screen-to-body ratio:84 ％",8 GB DDR4-3200 MHz RAM (2 X 4 GB) 4GB DDR4 On board,512GB M.2 NVMe PCIe 3.0 SSD ( Sata HDD Slot Available ),Intel Iris Xe Graphics,DOS,1.45 kg (3.20 lbs)
Asus ZenBook Duo UX482EG 14 inch FHD Touch Screen Dual Display Core i7 11th Gen 16GB RAM 1TB SSD MX 450 2GB Graphics Laptop,"185,000৳","Intel Core I7-1165G7 Processor 2.8 GHz (12M Cache, Up To 4.7 GHz, 4 Cores)","Touch Screen, 14.0-Inch, -, FHD (1920 X 1080) 16:9, IPS-Level Panel, Anti-Glare Display, LED Backlit, 400nits, SRGB: 100%, Pantone Validated, Screen-To-Body Ratio: 93 ％, With Stylus Support",16GB 3200MHz LPDDR4X On Board,1TB M.2 NVMe PCIe 3.0 Performance SSD,"NVIDIA GeForce MX450, 2GB GDDR6",Windows 10,1.57 Kg (3.46 Lbs)
Asus VivoBook 15 K513EA 15.6 inch full hd display Intel i5 11th Gen 8GB RAM 512GB SSD Laptop,"83,000৳",Intel Core i5-1135G7 Processor,512GB M.2 NVMe PCIe 3.0 SSD,"8GB 3200MHz DDR4 ,
Memory Max Up to:16GB",Integrated Intel IRIS Xe Graphics,"15.6-inch,FHD (1920 x 1080) 16:9,IPS-level Panel, Anti-glare display, LED Backlit,250nits,NTSC: 45%,Screen-to-body ratio: 85 %",Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,1.80 kg (3.97 lbs)
ASUS TUF Gaming A15 FA506ICB 15.6 inch FHD 144Hz Display Ryzen 5 4600H 8GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,"120,000৳","AMD Ryzen 5 4600H (8MB Cache, 3.0GHz up to 4.0GHz)","15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:62.5%,Adobe:47.34%,DCI-P3:Refresh Rate:144Hz,Value IPS-level",8GB DDR4 3200MHz SO-DIMM (Extra Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD (Extra M.2 NVME PCIE SSD Slot Available),"NVIDIA GeForce RTX 3050 Laptop GPU,4GB GDDR6",4 Dynamic Heatsink With 2 Sided Master Hybrid Cooling Fan With Updated Blades,2.30 Kg 5.07 Lb
ASUS TUF F15 FX506HE 15.6 inch 144Hz Full HD Display i7 11th Gen 8GB RAM 512GB SSD Gaming Laptop with RTX 3050 Ti 4GB Graphics,"162,000৳","Intel Core i7-11800H Processor (Processor Frequency -2.30 GHz up to 4.60 GHz,
Core- 8,Thread -16,CPU Cache -24 MB)","15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:62.5%,Adobe:47.34%,DCI-P3:Refresh Rate:144Hz,Value IPS-level",8GB DDR4 SO-DIMM 3200MHz RAM,512GB M.2 NVMe PCIe 3.0 SSD,NVIDIA GeForce RTX 3050Ti 4GB GDDR6,"Windows 10, 64 -bit",2.30 Kg (5.07 lbs)
Asus VivoBook Pro 15 K3500PH 15.6 inch Full HD Display Core i5 11th Gen 16GB RAM 512GB SSD Gaming Laptop with GTX 1650 Max Q 4GB Graphics,"119,000৳","Intel Core i5-11300H Processor 3.1 GHz (8M Cache, up to 4.4 GHz, 4 cores)","15.6-inch, 400nits FHD (1920 x 1080) 16:9 aspect ratio Anti-glare display 100% sRGB color gamut",16GB DDR4 3200MHz onboard,512GBM.2 NVMe PCIe 3.0 SSD,"Intel Iris Xe Graphics 
NVIDIA GeForce GTX 1650 MAXQ,4GB GDDR6 GPU",Windows 10 64-Bit,"Backpack 
Wired optical mouse"
ASUS ExpertBook B1 B1500CEAE 15.6 inch Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop,"62,000৳","Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)","15.6-inch, LCD, FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:90 ％","4GB 3200MHz DDR4 onboard , ( Extra Ram Slot Available )",1TB HDD ( M.2 Nvme SSD Slot Available ),Integrated Intel UHD Graphics,DOS,1.73 kg (3.81 lbs)
ASUS VivoBook 15 X515JA 15.6-inch Full HD LED Backlit Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop (Transparent Silver),"49,500৳","Intel Core i3-1005G1 Processor (4M Cache, 1.20 GHz up to 3.40 GHz)","(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",4GB DDR4 3200MHz SDRAM (Extra ram slot available),1TB SATA 5400RPM HDD ( M.2 NVME Slot available),Intel UHD Graphics,Windows 10,1.80 kg (3.97 lbs)
ASUS VivoBook 15 X515JA 15.6 inch Full HD Display Core i5 10th Gen 8GB RAM 512GB SSD Laptop,"68,000৳","Intel Core i5-1035G1 Processor 1.0 GHz (6M Cache, up to 3.6 GHz, 4 cores)","(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",8GB DDR4 onboard (Extra Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD (Extra Hard Disk Slot Available),Intel UHD Graphics,Windows 10,1.80 kg (3.97 lbs)
ASUS VivoBook 15 X515JA 15.6 inch Full HD Display Core i5 10th Gen 8GB RAM 1TB HDD Laptop (Slate Grey),"63,000৳","Intel Core i5-1035G1 Processor 1.0 GHz (6M Cache, up to 3.6 GHz, 4 cores)","(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",8GB DDR4 onboard,1TB HDD,Intel UHD Graphics,Windows 11,1.80 kg (3.97 lbs)
ASUS VivoBook 15 X515JA 15.6 inch Full HD Display Core i5 10th Gen 4GB RAM 1TB HDD Laptop (Slate Grey),"65,000৳","Intel Core i5-1035G1 Processor 1.0 GHz (6M Cache, up to 3.6 GHz, 4 cores)","(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",4GB DDR4 onboard,1TB HDD,Intel UHD Graphics,Windows 11,1.80 kg (3.97 lbs)
ASUS VivoBook 15 X515JA 15.6 Inch Full HD Display Core I3 10th Gen 8GB RAM 1TB HDD Laptop (Slate Grey),"49,000৳","Intel Core i3-1005G1 Processor (4M Cache, 1.20 GHz up to 3.40 GHz)","(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",8GB DDR4 3200MHz SDRAM (Extra ram slot available),1TB SATA 5400RPM HDD ( M.2 NVME Slot available),Intel UHD Graphics,Windows 10,1.80 kg (3.97 lbs)
ASUS VivoBook 15 X515JA 15.6 Inch Full HD Display Core I3 10th Gen 4GB RAM 1TB HDD Laptop (Slate Grey),"47,000৳","Intel Core i3-1005G1 Processor (4M Cache, 1.20 GHz up to 3.40 GHz)","(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",4GB DDR4 3200MHz SDRAM (Extra ram slot available),1TB SATA 5400RPM HDD ( M.2 NVME Slot available),Intel UHD Graphics,Windows 10,1.80 kg (3.97 lbs)
Asus VivoBook 15 E510MA 15.6 inch Full HD IPS Display Intel CDC N4020 4GB RAM 256GB SSD Laptop,"41,200৳","Intel Celeron N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores)","15.6-inch,FHD IPS (1920 x 1080) 16:9,Anti-glare display,LED Backlit,200nits,NTSC: 45%,Screen-to-body ratio: 84 ％",4GB DDR4 RAM,256GB PCI-E G3 SSD,Intel UHD Graphics 600,Windows 11,1.57 kg (3.46 lbs)
Asus VivoBook 15 E510MA 15.6 inch Full HD Display Intel CDC N4020 4GB RAM 512GB SSD Laptop,"47,800৳","Intel Celeron N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores)","15.6-inch,FHD (1920 x 1080) 16:9,Anti-glare display,LED Backlit,200nits,NTSC: 45%,Screen-to-body ratio: 84 ％",4GB DDR4 RAM,512GB PCI-E G3 SSD,Intel UHD Graphics 600,Windows 10,1.57 kg (3.46 lbs)
Asus ZenBook 14X UX5401EA 14 inch 2.8K OLED Touch Display Core i7 11th Gen 16GB RAM 512GB SSD Laptop,"159,000৳","Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)","14.0-inch, WQXGA (2560 x 1600) 16:10 aspect ratio, IPS-level Panel, LED Backlit, 400nits, 100% sRGB color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 92 ％",16GB LPDDR4X RAM (On Board),512GB M.2 NVMe PCIe 3.0 G4 SSD,Intel Iris Xe Graphics,Windows 10,1.4 kg (3.09 lbs)
ASUS ZENBOOK 14X UX5401EA 14 INCH 2.8K OLED TOUCH DISPLAY CORE I5 11TH GEN 8GB RAM 512GB SSD LAPTOP,"119,000৳","Intel Core i5-1135G7 Processor (8M Cache, 2.4 GHz up to 4.2 GHz, 4 cores)","14.0-inch, WQXGA (2560 x 1600) 16:10 aspect ratio, IPS-level Panel, LED Backlit, 400nits, 100% sRGB color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 92 ％",8GB LPDDR4X RAM (On Board),512GB M.2 NVMe PCIe 3.0 G4 SSD,Intel Iris Xe Graphics,Windows 10,1.4 kg (3.09 lbs)
Asus VivoBook S15 S513EA 15.6 inch Full HD OLED Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),"98,000৳","Intel Core i5-1135G7 Processor; 
Total Cores. 4; 
Total Threads. 8; 
Max Turbo Frequency. 4.20 GHz; 
Cache. 8 MB Intel Smart Cache","15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
Response time: 0.2ms response time, 
Peak Brightness: 600nits peak brightness, 
Color gamut: 100% DCI-P3 color gamut, 
Contrast ratio: 1,000,000:1, 
VESA CERTIFIED Display HDR: VESA CERTIFIED Display HDR True Black 600, 
Color depth: 1.07 billion colors, 
Pantone: PANTONE Validated, 
Low blue light: 70% less harmful blue light, 
SGS Eye Care Display: SGS Eye Care Display, 
Screen-to-body ratio: 85 %. ",8GB DDR4 3200MHz,512GB M.2 NVMe PCIe 3.0 SSD,Intel Iris Xe Graphics,Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook S15 S513EA 15.6 inch Full HD OLED Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop (Indie Black),"71,000৳","Intel Core i3-1115G4 Processor; 
Total Cores. 2; 
Total Threads. 4; 
Max Turbo Frequency. 4.10 GHz; 
Cache. 6 MB Intel Smart Cache","15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
Response time: 0.2ms response time, 
Peak Brightness: 600nits peak brightness, 
Color gamut: 100% DCI-P3 color gamut, 
Contrast ratio: 1,000,000:1, 
VESA CERTIFIED Display HDR: VESA CERTIFIED Display HDR True Black 600, 
Color depth: 1.07 billion colors, 
Pantone: PANTONE Validated, 
Low blue light: 70% less harmful blue light, 
SGS Eye Care Display: SGS Eye Care Display, 
Screen-to-body ratio: 85 %. ",8GB DDR4 3200MHz,512GB M.2 NVMe PCIe 3.0 SSD,Intel UHD Graphics,Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook S15 S513EA 15.6 inch Full HD OLED Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),"71,000৳","Intel Core i3-1115G4 Processor; 
Total Cores. 2; 
Total Threads. 4; 
Max Turbo Frequency. 4.10 GHz; 
Cache. 6 MB Intel Smart Cache","15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
Response time: 0.2ms response time, 
Peak Brightness: 600nits peak brightness, 
Color gamut: 100% DCI-P3 color gamut, 
Contrast ratio: 1,000,000:1, 
VESA CERTIFIED Display HDR: VESA CERTIFIED Display HDR True Black 600, 
Color depth: 1.07 billion colors, 
Pantone: PANTONE Validated, 
Low blue light: 70% less harmful blue light, 
SGS Eye Care Display: SGS Eye Care Display, 
Screen-to-body ratio: 85 %. ",8GB DDR4 3200MHz,512GB M.2 NVMe PCIe 3.0 SSD,Intel UHD Graphics,Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook S15 S513EA 15.6 inch FHD OLED Display Core i3 11th Gen 4GB RAM 512GB SSD Laptop (Indie Black),"68,500৳","Intel Core i3-1115G4 Processor; 
Total Cores. 2; 
Total Threads. 4; 
Max Turbo Frequency. 4.10 GHz; 
Cache. 6 MB Intel Smart Cache","15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
Response time: 0.2ms response time, 
Peak Brightness: 600nits peak brightness, 
Color gamut: 100% DCI-P3 color gamut, 
Contrast ratio: 1,000,000:1, 
VESA CERTIFIED Display HDR: VESA CERTIFIED Display HDR True Black 600, 
Color depth: 1.07 billion colors, 
Pantone: PANTONE Validated, 
Low blue light: 70% less harmful blue light, 
SGS Eye Care Display: SGS Eye Care Display, 
Screen-to-body ratio: 85 %. ",4GB DDR4 3200MHz,512GB M.2 NVMe PCIe 3.0 SSD,Intel UHD Graphics,Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook 15 X513EP 15.6 Inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD laptop With MX330 2GB Graphics,"84,000৳","Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)","15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC with wide 178° viewing angles",8 GB DDR4 3200MHz SDRAM (Extra ram slot available),512GB PCIe SSD (Extra HDD slot available),Nvidia MX330 2GB GDDR5,Windows 11 64-bit,1.7 kg
ASUS VivoBook 15 OLED K513EA 15.6 inch Full HD OLED Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop (Transparent Silver),"108,000৳","Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)","15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, 
LED Backlit 
600nits peak brightness, 
100% DCI-P3 color gamut, 
VESA CERTIFIED Display HDR True Black 600, 
1.07 billion colors, 
PANTONE Validated, 
Glossy display, 
70% less harmful blue light, 
SGS Eye Care Display, 
Screen-to-body ratio: 85 ％ ","8GB 3200MHz
DDR4 onboard, 
Memory Max Up to:16GB",512GB M.2 NVMe PCIe 3.0 SSD,Intel UHD Graphics,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,1.80 kg (3.97 lbs)
Asus VivoBook 15 K513EQ OLED 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX350 2GB Graphics (Hearty Gold),"119,000৳","Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)","15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
0.2ms response time, 
400nits, 600nits peak brightness, 
100% DCI-P3 color gamut, 
PANTONE Validated, 
Glossy display, 
Screen-to-body ratio: 85 ％ ","8GB 3200MHz
DDR4, 
Memory Max Up to:16GB",512GB PCIe Gen3 x2 M.2 SSD,"NVIDIA GeForce MX350 2GB GDDR5 VRAM,",Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook 15 K513EQ OLED 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX350 2GB Graphics,"119,000৳","Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)","15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
0.2ms response time, 
400nits, 600nits peak brightness, 
100% DCI-P3 color gamut, 
PANTONE Validated, 
Glossy display, 
Screen-to-body ratio: 85 ％ ","8GB 3200MHz
DDR4, 
Memory Max Up to:16GB",512GB PCIe Gen3 x2 M.2 SSD,"NVIDIA GeForce MX350 2GB GDDR5 VRAM,",Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook 15 K513EQ OLED 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop with MX350 2GB Graphics (Hearty Gold),"103,000৳","Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)","15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
0.2ms response time, 
400nits, 600nits peak brightness, 
100% DCI-P3 color gamut, 
PANTONE Validated, 
Glossy display, 
Screen-to-body ratio: 85 ％ ","8GB 3200MHz
DDR4, 
Memory Max Up to:16GB",512GB PCIe Gen3 x2 M.2 SSD,"NVIDIA GeForce MX350 2GB GDDR5 VRAM,",Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook 15 K513EQ OLED 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop with MX350 2GB Graphics,"103,000৳","Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)","15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
0.2ms response time, 
400nits, 600nits peak brightness, 
100% DCI-P3 color gamut, 
PANTONE Validated, 
Glossy display, 
Screen-to-body ratio: 85 ％ ","8GB 3200MHz
DDR4, 
Memory Max Up to:16GB",512GB PCIe Gen3 x2 M.2 SSD,"NVIDIA GeForce MX350 2GB GDDR5 VRAM,",Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook 15 K513EQ 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX350 2GB Graphics,"113,000৳","Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)",512GB M.2 NVMe PCIe 3.0 SSD,"8GB 3200MHz
DDR4 , 
Memory Max Up to:16GB","NVIDIA GeForce MX350 2GB GDDR5 VRAM, Integrated Intel IRIS Xe Graphics","15.6-inch,FHD (1920 x 1080) 
16:9,IPS-level Panel, 
Anti-glare display, 
LED Backlit,250nits,NTSC: 45%, 
Screen-to-body ratio: 85 % ",Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook 15 K513EQ 15.6 inch FHD display Intel i5 11th Gen MX350 2GB 8GB RAM 512GB SSD Laptop,"94,500৳","Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",512GB M.2 NVMe PCIe 3.0 SSD  (Extra HDD Slot Available),"8GB 3200MHz DDR4 ,
Memory Max Up to:16GB","NVIDIA GeForce MX350 2GB GDDR5 VRAM, Integrated Intel IRIS Xe Graphics","15.6-inch,FHD (1920 x 1080) 16:9,IPS-level Panel, Anti-glare display, LED Backlit,250nits,NTSC: 45%,Screen-to-body ratio: 85 %",Wi-Fi 6(802.11ax),1.80 kg (3.97 lbs)
Asus VivoBook 15 K513EA 15.6 inch full hd display Intel i5 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),"83,000৳",Intel Core i5-1135G7 Processor,512GB M.2 NVMe PCIe 3.0 SSD,"8GB 3200MHz DDR4 ,
Memory Max Up to:16GB",Integrated Intel IRIS Xe Graphics,"15.6-inch,FHD (1920 x 1080) 16:9,IPS-level Panel, Anti-glare display, LED Backlit,250nits,NTSC: 45%,Screen-to-body ratio: 85 %",Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,1.80 kg (3.97 lbs)
Asus VivoBook 14 K413EQ 14 inch Full HD Display Core i7 11th Gen 16GB RAM 512GB SSD Laptop With MX350 2GB Graphics,"115,000৳","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz)","14.0-inch,FHD (1920 x 1080) 16:9,IPS-level Panel,Anti-glare display,LED Backlit,250nits,sRGB: 100%","16GB 3200MHz DDR4 ,
Memory Max Up to:16GB",512GB M.2 NVMe PCIe 3.0 SSD,"NVIDIA GeForce MX350,2GB GDDR5",Windows 10,1.40 kg (3.09 lbs)
ASUS VivoBook 14 K413EA 14 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),"95,000৳","Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)","14.0-inch, FHD (1920 x 1080) 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 84 ％",8GB DDR4 3200MHZ ( Extra Ram Slot Available ), 512 GB PCIe G3 SSD (Extra Hard Disk Slot Available),Intel Iris Xe Graphics,Windows 10 Home,1.40 kg (3.09 lbs)
ASUS VivoBook 14 K413EA 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD TPM Laptop (Indie Black),"78,000৳","Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)","14.0-inch, FHD (1920 x 1080) 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 250nits, NTSC: 45%",8GB DDR4 3200MHZ RAM, 512GB PCIe G3 SSD And TPM (Extra M.2 NVME SSD Slot Available),Intel Iris Xe Graphics,Windows 10 Home,1.40 kg (3.09 lbs)
